City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Pachino,IT,36.7186,15.0907,55.9,77,0,12.21,clear sky
472,Bakchar,RU,57.0186,82.0711,5.92,86,100,16.84,overcast clouds
473,Kitimat,CA,54.0524,-128.6534,35.98,92,10,3.85,clear sky
474,Noumea,NC,-22.2763,166.4572,82.38,70,95,18.5,overcast clouds
475,Sampit,ID,-2.5333,112.95,83.5,70,99,2.95,overcast clouds
476,Espanola,US,35.9911,-106.0806,43.54,43,100,1.52,overcast clouds
477,Ambon,ID,-3.6954,128.1814,80.74,83,40,9.22,scattered clouds
478,Viedma,AR,-40.8135,-62.9967,77.23,53,75,23.58,broken clouds
479,Xining,CN,36.6167,101.7667,29.55,20,98,1.52,overcast clouds
480,Faya,SA,18.3851,42.4509,50.52,77,2,5.35,clear sky
481,Diego De Almagro,CL,-26.3667,-70.05,66.18,40,0,1.99,clear sky
482,Manaus,BR,-3.1019,-60.025,77.5,88,0,2.3,clear sky
483,Mbandaka,CD,0.0487,18.2603,72.0,85,84,3.69,broken clouds
484,Kendari,ID,-3.945,122.4989,79.74,83,100,3.76,light rain
485,Primero De Enero,CU,21.9469,-78.4283,71.78,83,0,5.97,light rain
486,Opotiki,NZ,-38.0833,177.2833,78.39,68,70,12.93,broken clouds
487,Port Pirie,AU,-33.1833,138.0167,90.34,30,5,15.32,clear sky
488,La Palma,US,33.8464,-118.0467,65.01,73,75,6.91,broken clouds
489,Mogadishu,SO,2.0371,45.3438,76.68,85,93,18.25,overcast clouds
490,Perelyub,RU,51.8667,50.3667,-17.18,96,9,8.1,clear sky
491,Kilindoni,TZ,-7.9139,39.6668,80.94,77,41,7.54,scattered clouds
492,Tiznit,MA,29.5833,-9.5,52.72,55,0,1.19,clear sky
493,Golovino,RU,55.9613,40.4251,-30.75,100,70,3.74,broken clouds
494,Turtas,RU,58.9417,69.1325,-23.58,92,73,9.75,broken clouds
495,Hoegaarden,BE,50.7758,4.8874,44.22,92,20,12.66,few clouds
496,Roros,NO,62.5747,11.3842,35.44,80,100,12.66,overcast clouds
497,Mar Del Plata,AR,-38.0023,-57.5575,72.09,89,0,20.0,clear sky
498,Nome,US,64.5011,-165.4064,14.07,79,100,11.5,overcast clouds
499,Esna,EG,25.2934,32.554,51.82,53,0,8.39,clear sky
500,Sivaki,RU,52.6333,126.75,-3.5,87,5,7.02,clear sky
501,Baykit,RU,61.67,96.37,-6.95,99,100,4.47,light snow
502,Ambilobe,MG,-13.2,49.05,72.36,95,0,2.66,clear sky
503,Kailua,US,21.4022,-157.7394,80.01,71,4,3.0,clear sky
504,Shebalino,RU,51.2917,85.6772,34.97,79,100,12.17,overcast clouds
505,Zheleznodorozhnyy,RU,55.7503,38.0042,1.81,100,89,4.65,overcast clouds
506,Baranchinskiy,RU,58.1617,59.6991,-24.05,94,99,3.56,overcast clouds
507,Poum,NC,-20.2333,164.0167,79.56,68,49,17.09,scattered clouds
508,Kandi,BJ,11.1342,2.9386,70.32,20,32,6.29,scattered clouds
509,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,88,75,12.03,broken clouds
510,Okakarara,NA,-20.5833,17.4333,70.66,39,25,5.26,scattered clouds
511,Laviana,ES,43.2333,-5.5333,50.29,88,100,3.69,overcast clouds
512,Tuatapere,NZ,-46.1333,167.6833,73.8,56,12,7.87,few clouds
513,Evensk,RU,61.95,159.2333,-15.02,80,98,3.85,overcast clouds
514,Hofn,IS,64.2539,-15.2082,37.62,67,100,17.58,overcast clouds
515,Luba,GQ,3.4568,8.5547,79.03,84,62,6.91,broken clouds
516,Luganville,VU,-15.5333,167.1667,87.12,67,100,1.7,overcast clouds
517,Cap Malheureux,MU,-19.9842,57.6142,76.46,76,4,4.0,clear sky
518,Tessalit,ML,20.1986,1.0114,60.69,16,100,10.87,overcast clouds
519,Zatoka,UA,46.0725,30.4654,39.96,90,100,22.59,light rain
520,Nikki,BJ,9.9401,3.2108,70.02,17,22,5.64,few clouds
521,Muscat,OM,23.6139,58.5922,71.62,74,0,2.06,clear sky
522,Antalaha,MG,-14.9003,50.2788,73.04,91,10,4.52,clear sky
523,Torbay,CA,47.6666,-52.7314,29.57,92,100,12.93,snow
524,Nabire,ID,-3.3667,135.4833,79.18,85,100,2.21,overcast clouds
525,Phuket,TH,8.0,98.25,84.09,73,20,5.75,few clouds
526,Kutum,SD,14.2,24.6667,55.22,28,100,7.23,overcast clouds
527,Conde,BR,-7.2597,-34.9075,78.26,78,0,4.61,clear sky
528,Outjo,NA,-20.1167,16.15,68.11,34,37,9.62,scattered clouds
529,Kaka,TM,37.3482,59.6143,38.08,77,100,9.04,overcast clouds
530,Gizo,SB,-8.103,156.8419,84.4,71,98,7.56,light rain
531,Pilar,BR,-9.5972,-35.9567,73.33,88,86,5.79,overcast clouds
532,San Carlos,VE,9.6612,-68.5827,75.06,82,86,3.49,overcast clouds
533,Egvekinot,RU,66.3167,-179.1667,-2.24,88,99,7.18,overcast clouds
534,Lubao,PH,14.9167,120.55,78.87,65,16,12.95,few clouds
535,Haines Junction,CA,60.7522,-137.5108,17.69,99,93,2.15,overcast clouds
536,Deputatskiy,RU,69.3,139.9,-21.95,97,100,2.51,overcast clouds
537,Muros,ES,42.7762,-9.0603,49.68,95,53,11.77,broken clouds
538,Sakakah,SA,29.9697,40.2064,51.37,68,100,4.63,light rain
539,Susangerd,IR,31.5608,48.1831,54.48,58,5,3.15,clear sky
540,Beisfjord,NO,68.3751,17.5988,32.05,81,100,11.97,overcast clouds
541,Sorland,NO,67.667,12.6934,40.86,76,100,22.75,overcast clouds
542,Yeppoon,AU,-23.1333,150.7333,85.78,62,64,11.03,broken clouds
543,Bela Vista,BR,-22.1089,-56.5211,73.24,69,0,4.14,clear sky
544,Rajpipla,IN,21.8667,73.5,61.61,32,0,3.4,clear sky
545,Borogontsy,RU,62.6683,131.1683,-21.71,98,99,3.74,overcast clouds
546,Korla,CN,41.7597,86.1469,28.6,41,100,3.22,overcast clouds
547,San Vicente,AR,-26.6167,-54.1333,66.92,56,62,2.73,broken clouds
548,North Bend,US,43.4065,-124.2243,52.86,90,75,9.22,broken clouds
549,Capao Da Canoa,BR,-29.7456,-50.0097,70.39,81,12,11.36,few clouds
550,Dwarka,IN,22.2394,68.9678,70.47,69,0,9.4,clear sky
551,Praya,CV,14.9215,-23.5087,72.14,73,20,20.71,few clouds
552,Brae,GB,60.3964,-1.353,44.15,81,93,17.98,overcast clouds
553,Nyrob,RU,60.733,56.7202,-33.47,97,38,4.88,scattered clouds
554,Payo,ID,-3.7508,103.6372,76.12,84,100,0.36,overcast clouds
555,Husavik,IS,66.0449,-17.3389,34.47,99,100,17.07,snow
556,Tagusao,PH,9.1924,117.8141,81.54,72,99,1.03,overcast clouds
557,Ewa Beach,US,21.3156,-158.0072,79.97,71,75,11.5,broken clouds
558,Ust-Omchug,RU,61.15,149.6333,-25.42,97,100,4.72,overcast clouds
559,Cabildo,AR,-38.4842,-61.8954,86.79,21,11,13.89,few clouds
560,Sars,RU,56.5502,57.1366,-24.32,100,100,2.95,overcast clouds
561,Tahoua,NE,14.8888,5.2692,66.34,27,14,10.87,few clouds
562,Aylmer,CA,42.7668,-80.983,28.98,80,86,4.52,overcast clouds
563,Great Yarmouth,GB,52.6083,1.7305,40.44,88,42,10.98,scattered clouds
564,Mundo Nuevo,MX,18.7,-95.5,74.03,83,0,8.77,clear sky
565,Puerto Ayacucho,VE,5.6639,-67.6236,74.89,92,100,4.7,light rain
566,Halifax,CA,44.6453,-63.5724,21.2,83,2,8.05,clear sky
567,Broome,US,42.2506,-75.833,31.86,78,0,5.75,clear sky
568,Kamenka,RU,51.3223,42.7678,2.64,96,100,3.49,overcast clouds
569,Pangnirtung,CA,66.1451,-65.7125,-13.41,73,21,3.78,few clouds
570,Latehar,IN,23.75,84.5,50.45,23,0,2.01,clear sky
571,Tuy Hoa,VN,13.0833,109.3,71.33,95,100,6.87,overcast clouds
572,Barentu,ER,15.1139,37.5928,65.46,56,3,0.96,clear sky
573,Kedrovyy,RU,56.1667,91.8167,36.01,81,100,11.36,overcast clouds
574,Hammerfest,NO,70.6634,23.6821,21.65,73,100,18.41,overcast clouds
575,Panjakent,TJ,39.4952,67.6093,35.47,74,31,6.35,scattered clouds
576,Kyra,RU,49.5776,111.9753,-0.83,90,9,3.06,clear sky
577,Ninghai,CN,29.2892,121.4247,58.89,56,100,1.34,overcast clouds
578,Lulea,SE,65.5842,22.1547,24.87,93,100,18.41,light snow
579,Thyolo,MW,-16.0678,35.1405,63.43,99,100,1.88,light rain
580,Akdepe,TM,42.0551,59.3788,17.69,45,29,7.27,scattered clouds
581,Tomatlan,MX,19.9333,-105.25,69.71,78,0,2.75,clear sky
582,Najran,SA,17.4924,44.1277,54.25,89,0,1.45,clear sky
583,Phan Thiet,VN,10.9333,108.1,76.33,87,97,6.96,overcast clouds
584,Touros,BR,-5.1989,-35.4608,79.2,74,87,12.26,overcast clouds
585,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,78.33,27,82,4.7,broken clouds
586,Tabasalu,EE,59.4303,24.5331,22.26,80,75,25.99,broken clouds
587,Ouahigouya,BF,13.5828,-2.4216,70.77,23,70,11.16,broken clouds
588,Lakes Entrance,AU,-37.8811,147.981,74.8,49,5,7.9,clear sky
589,Loreto,MX,22.2667,-101.9667,58.96,31,9,9.22,clear sky
590,Nazret,ET,8.55,39.2667,57.78,69,89,5.53,overcast clouds
591,Kupang,ID,-10.1667,123.5833,82.98,78,40,9.22,scattered clouds
592,Palmer,US,42.1584,-72.3287,30.61,79,0,6.91,clear sky
593,Alappuzha,IN,9.49,76.3264,75.0,78,0,5.41,clear sky
594,Marshall,US,34.3834,-86.3333,52.41,80,75,6.91,broken clouds
595,Kasongo-Lunda,CD,-6.4667,16.8167,68.67,91,100,1.86,overcast clouds
596,Maceio,BR,-9.6658,-35.7353,74.64,88,0,5.75,clear sky
597,Lensk,RU,60.7253,114.9278,-13.67,100,100,3.38,overcast clouds
598,Omboue,GA,-1.5746,9.2618,74.57,91,100,3.47,light rain
599,Atambua,ID,-9.1061,124.8925,81.3,67,43,2.28,scattered clouds
600,Kaeo,NZ,-35.1,173.7833,73.33,81,100,14.32,overcast clouds
601,Axim,GH,4.8699,-2.2405,78.37,88,16,4.5,few clouds
602,Lodingen,NO,68.414,15.9951,35.55,74,93,6.71,overcast clouds
603,Fershampenuaz,RU,53.5202,59.8117,-24.27,96,97,4.07,overcast clouds
604,Inirida,CO,3.8653,-67.9239,72.27,96,67,1.23,broken clouds
605,Emerald,AU,-23.5333,148.1667,94.33,40,85,9.57,overcast clouds
606,Lazdijai,LT,54.2333,23.5167,31.8,93,100,16.06,overcast clouds
607,Susurluk,TR,39.9136,28.1578,41.85,77,0,1.92,clear sky
608,Fairview,US,40.8126,-73.999,39.2,71,40,10.0,scattered clouds
609,Ambagarh Chauki,IN,20.7833,80.7167,51.98,24,0,4.7,clear sky
610,Hyeres,FR,43.1167,6.1167,56.95,77,0,9.22,light rain
611,Tchollire,CM,8.4022,14.1698,66.2,26,90,1.03,overcast clouds
612,Shahreza,IR,32.0339,51.8794,32.59,58,1,3.36,clear sky
613,San Andres,CO,12.5847,-81.7006,80.62,78,20,10.36,light rain
614,Khandyga,RU,62.6667,135.6,-24.57,97,100,2.44,overcast clouds
615,Nadvoitsy,RU,63.8667,34.3167,-1.86,86,100,10.27,overcast clouds
616,Byron Bay,AU,-28.65,153.6167,82.94,53,8,11.39,clear sky
617,Betsiamites,CA,48.9413,-68.646,21.6,77,100,12.12,overcast clouds
618,Hualmay,PE,-11.0964,-77.6139,69.55,82,69,8.12,broken clouds
619,Rosarito,MX,32.3333,-117.0333,62.4,66,86,6.55,overcast clouds
620,Balabac,PH,7.9868,117.0645,81.28,77,72,11.12,broken clouds
621,Simplicio Mendes,BR,-7.8539,-41.9103,79.5,52,78,0.51,broken clouds
622,Ekhabi,RU,53.5102,142.9671,5.27,91,100,11.41,overcast clouds
623,Morristown,US,36.214,-83.2949,46.38,86,100,5.75,fog
624,Donghai,CN,22.9459,115.642,64.72,63,100,5.41,overcast clouds
625,Chumikan,RU,54.7183,135.315,-4.86,85,98,19.69,overcast clouds
626,Vuktyl,RU,63.8567,57.3094,-26.64,99,100,1.03,overcast clouds
627,Tura,IN,25.5198,90.2201,61.3,51,0,2.06,clear sky
628,Havre-Saint-Pierre,CA,50.2334,-63.5986,15.8,85,100,4.61,light snow
629,Ust-Tsilma,RU,65.441,52.1498,-12.69,97,78,7.47,broken clouds
630,Berbera,SO,10.4396,45.0143,74.41,75,8,5.28,clear sky
631,Bulawayo,ZW,-20.15,28.5833,56.1,89,88,7.02,overcast clouds
632,Kokopo,PG,-4.352,152.2633,85.44,65,100,9.24,overcast clouds
633,Virginia Beach,US,36.8529,-75.978,44.65,95,100,4.0,light rain
634,Labuan,MY,5.2767,115.2417,77.36,88,40,3.44,scattered clouds
635,Lakatoro,VU,-16.0999,167.4164,84.18,73,100,10.42,overcast clouds
636,Mizdah,LY,31.4451,12.9801,46.67,55,0,8.32,clear sky
637,Apateu,RO,46.6167,21.7833,50.41,76,98,8.05,overcast clouds
638,Cruzeiro Do Oeste,BR,-23.785,-53.0733,70.39,77,53,5.08,broken clouds
639,Bataipora,BR,-22.2953,-53.2711,73.24,76,62,6.67,broken clouds
640,Moron,AR,-34.6534,-58.6198,76.96,74,0,11.9,clear sky
641,Lakhimpur,IN,27.95,80.7667,48.79,51,0,4.05,clear sky
642,Knysna,ZA,-34.0363,23.0471,67.24,83,0,4.47,clear sky
643,Obo,CF,5.3998,26.4869,67.23,33,66,3.69,broken clouds
644,Askarovo,RU,53.3372,58.5089,-19.25,69,20,8.95,few clouds
645,Matveyevka,RU,52.15,56.1833,-33.97,100,97,3.33,overcast clouds
646,Talnakh,RU,69.4865,88.3972,-36.63,98,27,3.36,scattered clouds
647,Sabzevar,IR,36.2126,57.6819,39.76,61,7,4.65,clear sky
648,Rafraf,TN,37.1904,10.1837,50.31,45,98,11.5,overcast clouds
649,Taonan,CN,45.3333,122.7833,18.66,38,0,7.67,clear sky
650,Hervey Bay,AU,-25.2986,152.8535,79.02,76,100,8.01,overcast clouds
651,Mbini,GQ,1.574,9.6134,77.68,87,98,7.72,overcast clouds
652,Wainwright,CA,52.839,-110.8572,9.99,98,95,1.99,overcast clouds
653,Ballina,AU,-28.8667,153.5667,83.01,62,1,10.29,clear sky
654,Basco,PH,20.4487,121.9702,75.34,64,56,19.37,broken clouds
655,Salalah,OM,17.0151,54.0924,71.69,73,0,4.61,clear sky
656,Changying,CN,52.8733,123.3213,-3.42,88,32,4.68,scattered clouds
657,Makurdi,NG,7.7411,8.5121,72.95,21,80,2.93,broken clouds
658,Linxi,CN,39.7,118.4333,36.34,28,61,3.67,broken clouds
659,Plaeng Yao,TH,13.5847,101.284,84.15,33,17,8.72,few clouds
660,Nioro,GM,13.35,-15.75,78.66,23,100,8.5,overcast clouds
661,Tilichiki,RU,60.4667,166.1,-12.78,90,97,10.42,overcast clouds
662,Oktyabrskoye,RU,43.0645,44.7417,12.34,85,99,2.24,overcast clouds
663,Te Anau,NZ,-45.4167,167.7167,80.65,37,0,2.93,clear sky
664,Toora-Khem,RU,52.4675,96.11,8.13,92,100,3.09,overcast clouds
665,Rabak,SD,13.1809,32.74,66.54,27,2,10.89,clear sky
666,Pontian Kecil,MY,1.4801,103.3899,82.22,85,79,4.43,broken clouds
667,Batagay,RU,67.6333,134.6333,-59.28,99,88,0.89,overcast clouds
668,Flin Flon,CA,54.7682,-101.865,1.13,99,98,4.72,overcast clouds
669,Kavieng,PG,-2.5744,150.7967,83.79,73,90,10.11,light rain
670,Rabo De Peixe,PT,37.8,-25.5833,60.31,100,75,6.91,broken clouds
671,Uruzgan,AF,32.8333,66.0,33.69,80,6,7.49,clear sky
672,Morondava,MG,-20.2833,44.2833,77.27,88,100,11.16,overcast clouds
673,Ponta Delgada,PT,37.7333,-25.6667,61.52,100,75,6.91,broken clouds
674,Manacapuru,BR,-3.2997,-60.6206,77.5,83,88,0.98,moderate rain
675,Kralendijk,BQ,12.15,-68.2667,78.78,89,40,10.36,scattered clouds
676,Challakere,IN,14.3167,76.65,62.62,52,0,5.03,clear sky
677,Channapatna,IN,12.65,77.2167,61.41,85,0,4.61,light rain
678,Svetlyy,RU,54.675,20.1347,35.65,94,100,14.38,overcast clouds
679,Sola,VU,-13.8833,167.55,82.42,72,100,17.09,overcast clouds
680,Jabinyanah,TN,35.035,10.9081,51.6,47,59,16.98,broken clouds
681,Naron,ES,43.5167,-8.1528,54.01,71,63,13.09,broken clouds
682,Manggar,ID,-2.8833,108.2667,79.36,80,100,3.31,moderate rain
683,Corn Island,NI,12.1694,-83.0418,79.86,75,23,16.04,few clouds
684,Mouila,GA,-1.8685,11.0559,72.75,97,99,1.23,overcast clouds
685,Parana,AR,-31.732,-60.5238,86.52,50,37,8.08,scattered clouds
686,Half Moon Bay,US,37.4636,-122.4286,60.84,78,20,8.05,mist
687,Agadir,MA,30.4202,-9.5982,50.45,67,1,5.17,clear sky
688,Inhambane,MZ,-23.865,35.3833,69.76,81,24,7.16,few clouds
689,Hamilton,US,39.1834,-84.5333,38.8,79,100,8.05,overcast clouds
690,Jacqueville,CI,5.2052,-4.4146,79.07,89,14,5.59,few clouds
691,Kenai,US,60.5544,-151.2583,2.14,79,0,5.75,clear sky
692,Iberia,US,29.9502,-91.7507,64.36,82,100,9.22,overcast clouds
693,Sembe,CG,1.6481,14.5806,69.21,55,81,1.88,broken clouds
694,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-3.26,98,69,5.59,broken clouds
695,Gillette,US,44.2911,-105.5022,32.92,63,0,20.71,clear sky
696,Luocheng,CN,29.3848,104.0286,51.46,65,0,0.49,clear sky
697,Monchegorsk,RU,67.9397,32.8739,9.91,76,100,22.5,overcast clouds
698,Atar,MR,20.5169,-13.0499,67.77,15,97,15.79,overcast clouds
699,Bodden Town,KY,19.2833,-81.25,78.8,85,20,8.05,few clouds
700,Graham,US,47.0529,-122.2943,45.59,90,20,4.61,few clouds
701,Erenhot,CN,43.6475,111.9767,20.23,65,0,5.7,clear sky
702,Tsabong,BW,-26.0217,22.401,76.93,32,0,11.1,clear sky
703,Bowen,AU,-20.0167,148.2333,82.18,65,3,7.65,clear sky
704,Bairnsdale,AU,-37.8333,147.6167,81.82,36,6,8.32,clear sky
705,Salta,AR,-24.7859,-65.4117,67.57,75,100,4.0,overcast clouds
706,Upington,ZA,-28.4478,21.2561,68.38,30,0,4.61,clear sky
707,Miraflores,MX,19.2167,-98.8083,64.02,61,4,3.69,clear sky
